3826579.405720 461005.200082 5064892.634000
3826577.978720 461002.801082 5064893.922000
3826566.191720 461008.524081 5064902.251990
3826561.151720 461023.640081 5064904.668990
3826560.961720 461028.557081 5064904.366990
3826567.284720 461037.313081 5064898.829990
3826577.384720 461040.796082 5064890.934000
3826583.733720 461041.116083 5064886.139000
3826590.405720 461028.937083 5064882.231000
3826592.923720 461021.255084 5064881.036000
3826589.794720 461012.349083 5064884.190000
3826590.801720 461004.219084 5064884.168000
3826581.712720 460998.487083 5064891.509000
3826571.399720 460999.081082 5064899.196000
3826566.712720 461001.645081 5064902.481990
3826560.969720 461006.464081 5064906.356990
3826557.836720 461023.802080 5064907.142990
3826558.365720 461031.683080 5064906.032990
3826563.360720 461043.669081 5064901.200990
3826574.007720 461047.959082 5064892.820990
3826581.447720 461048.051083 5064887.228000
3826589.455720 461041.397083 5064881.819000
3826597.901720 461028.688084 5064876.627000
3826596.944720 461011.121084 5064878.934000
3826596.727720 460997.378084 5064880.338000
3826585.524720 460993.011083 5064889.143000
3826573.880720 460992.286082 5064897.948000
3826567.487720 460993.345081 5064902.650990
3826556.163720 461006.598080 5064909.952990
3826549.690720 461023.107080 5064913.318990
3826551.036720 461035.145080 5064911.220990
3826556.869720 461040.622080 5064906.347990
3826562.630720 461052.946081 5064900.909990
3826577.362720 461056.760082 5064889.507000
3826584.452720 461054.864083 5064884.356000
3826595.910720 461047.052084 5064876.462000
3826598.584720 461039.382084 5064875.148000
3826603.651720 461019.506085 5064873.141000
3826600.853720 461013.982084 5064875.741000
3826605.208720 461010.562085 5064872.781000
3826584.986720 460982.050083 5064890.537000
3826564.652720 460987.066081 5064905.346990
3826550.922720 460998.394080 5064914.627990
3826546.085720 461013.568079 5064916.887990
3826556.044720 461056.040080 5064905.572990
3826573.593720 461059.387082 5064892.098990
3826586.411720 461061.958083 5064882.245000
3826607.735720 461026.685085 5064869.427000
3826527.794730 460940.750078 5064937.199000
3826530.245730 460940.296078 5064935.400000
3826532.706730 460924.973078 5064934.938000
3826524.934730 460912.679077 5064941.883000
3826521.614730 460910.247077 5064944.595000
3826512.057730 460913.107076 5064951.510000
3826504.109730 460922.437075 5064956.633000
3826500.413730 460929.149075 5064958.800000
3826505.247720 460941.875075 5064954.022000
3826509.220720 460948.076076 5064950.479000
3826517.133720 460948.731077 5064944.480000
3826522.244720 460953.503077 5064940.212000
3826531.208730 460946.283078 5064934.136000
3826536.434730 460934.876078 5064931.245000
3826537.211730 460928.652078 5064931.224000
3826536.995730 460920.266078 5064932.144000
3826526.634730 460909.025077 5064940.937000
3826520.856730 460906.026077 5064945.545000
3826509.776730 460905.989076 5064953.865000
3826500.967730 460915.545075 5064959.614000
3826496.833730 460923.538075 5064961.994000
3826497.088720 460935.202075 5064960.749000
3826501.321720 460950.083075 5064956.227000
3826514.079720 460957.010076 5064946.024000
3826523.768720 460963.003077 5064938.210000
3826532.938720 460952.881078 5064932.242000
3826539.810730 460940.634079 5064928.190000
3826542.568730 460933.250079 5064926.787000
3826539.530730 460915.015079 5064930.716000
3826531.573730 460900.543078 5064937.997000
3826522.452730 460896.542077 5064945.204000
3826515.448730 460900.360076 5064950.117000
3826503.714730 460900.998075 5064958.867000
3826493.002730 460915.179074 5064965.626000
3826490.445730 460923.697074 5064966.775000
3826489.619720 460939.612074 5064965.957000
3826493.499720 460945.975074 5064962.469000
3826504.571720 460960.453075 5064952.850000
3826509.949720 460959.935076 5064948.860000
3826509.949720 460966.188076 5064948.295000
3826540.865720 460957.269079 5064925.895000
3826548.491730 460933.033080 5064922.361000
3826548.110730 460913.071080 5064924.451000
3826540.188730 460900.972079 5064931.492000
3826505.161730 460892.483075 5064958.550000
3826493.234730 460909.918074 5064965.927000
3826484.434730 460922.598073 5064971.387000
3826497.338720 460961.612075 5064958.175000
3826640.680730 460946.781088 5064851.920000
3826639.656730 460949.633088 5064852.431000
3826648.982730 460959.234089 5064844.563000
3826661.794730 460956.411090 5064835.201000
3826665.303730 460953.927091 5064832.791000
3826668.537730 460942.311091 5064831.414000
3826666.387730 460929.498091 5064834.186000
3826663.733730 460922.466091 5064836.814000
3826652.226730 460921.919089 5064845.500000
3826645.735730 460923.401089 5064850.239000
3826640.952730 460931.650088 5064853.084000
3826634.833730 460935.009088 5064857.373000
3826634.959730 460947.961088 5064856.107000
3826640.046730 460958.774088 5064851.312000
3826643.956730 460962.433089 5064848.046000
3826649.914730 460966.000089 5064843.251000
3826663.409730 460959.904090 5064833.673000
3826668.658730 460955.022091 5064830.174000
3826674.743730 460943.072092 5064826.687000
3826672.905730 460929.227091 5064829.318000
3826669.598730 460921.142091 5064832.531000
3826661.336730 460916.131090 5064839.186000
3826648.657730 460913.960089 5064848.899000
3826636.856730 460924.600088 5064856.795000
3826627.383730 460932.349087 5064863.205000
3826629.418730 460946.839087 5064860.368000
3826634.189730 460959.811088 5064855.614000
3826637.824730 460966.136088 5064852.315000
3826652.185730 460971.118089 5064841.084000
3826666.616730 460969.080091 5064830.437000
3826674.390730 460961.043091 5064825.328000
3826675.561730 460951.749092 5064825.289000
3826681.534730 460938.787092 5064821.977000
3826677.515740 460920.791092 5064826.620000
3826672.981740 460914.170091 5064830.622000
3826662.349740 460906.066090 5064839.335000
3826655.795740 460907.374090 5064844.136000
3826639.657730 460912.771088 5064855.762000
3826637.077730 460918.814088 5064857.152000
3826632.722730 460915.980088 5064860.677000
3826622.028730 460953.412087 5064865.321000
3826634.735730 460972.631088 5064854.046000
3826648.846730 460981.265089 5064842.674000
3826661.606730 460978.191090 5064833.373000
3826686.673730 460944.208093 5064817.629000
3826681.053740 460923.425092 5064823.726000
3826677.034740 460908.175092 5064828.121000
3826642.806730 460904.434089 5064854.152000
3826682.962720 461070.983092 5064808.957000
3826684.918720 461068.991092 5064807.668000
3826680.545720 461054.810092 5064812.233000
3826668.492720 461049.874091 5064821.725000
3826664.544720 461050.074091 5064824.671000
3826657.385720 461058.734090 5064829.262000
3826654.393720 461071.631090 5064830.342000
3826654.014720 461079.573089 5064829.909000
3826663.674720 461086.805090 5064822.004000
3826669.800720 461089.260091 5064817.184000
3826677.017720 461084.568092 5064812.191000
3826683.532720 461085.100092 5064807.253000
3826688.313720 461073.262093 5064804.734000
3826688.034720 461060.460093 5064806.100000
3826686.062720 461054.847093 5064808.088000
3826682.300720 461048.119092 5064811.520000
